common name,scientific name,extinct,forefront recs,background recs,africa,americas,asia,australasia,europe
Olive Long-tailed Cuckoo ,Cercococcyx olivinus ,False,30,5,True,False,False,False,False
Barred Long-tailed Cuckoo ,Cercococcyx montanus ,False,99,65,True,False,False,False,False
Philippine Drongo-Cuckoo ,Surniculus velutinus ,False,12,1,False,False,True,False,False
Square-tailed Drongo-Cuckoo ,Surniculus lugubris ,False,100,22,False,False,True,True,False
Fork-tailed Drongo-Cuckoo ,Surniculus dicruroides ,False,41,4,False,False,True,False,False
Moluccan Drongo-Cuckoo ,Surniculus musschenbroeki ,False,14,2,False,False,True,False,False
Moustached Hawk-Cuckoo ,Hierococcyx vagans ,False,29,1,False,False,True,False,False
Large Hawk-Cuckoo ,Hierococcyx sparverioides ,False,79,125,False,False,True,False,False
Dark Hawk-Cuckoo ,Hierococcyx bocki ,False,35,2,False,False,True,False,False
Common Hawk-Cuckoo ,Hierococcyx varius ,False,88,23,True,False,True,False,False
Rufous Hawk-Cuckoo ,Hierococcyx hyperythrus ,False,28,1,False,False,True,False,False
Philippine Hawk-Cuckoo ,Hierococcyx pectoralis ,False,24,3,False,False,True,False,False
Malaysian Hawk-Cuckoo ,Hierococcyx fugax ,False,21,1,False,False,True,False,False
Hodgson's Hawk-Cuckoo ,Hierococcyx nisicolor ,False,21,2,False,False,True,False,False
Black Cuckoo ,Cuculus clamosus ,False,93,39,True,False,False,False,False
Red-chested Cuckoo ,Cuculus solitarius ,False,121,120,True,False,False,False,False
Lesser Cuckoo ,Cuculus poliocephalus ,False,78,29,True,False,True,False,False
Sulawesi Cuckoo ,Cuculus crassirostris ,False,6,0,False,False,True,True,False
Indian Cuckoo ,Cuculus micropterus ,False,122,75,False,False,True,False,False
Madagascan Cuckoo ,Cuculus rochii ,False,29,49,True,False,False,False,False
African Cuckoo ,Cuculus gularis ,False,17,3,True,False,False,False,False
Himalayan Cuckoo ,Cuculus saturatus ,False,42,17,False,False,True,False,True
Oriental Cuckoo ,Cuculus optatus ,False,120,59,False,True,True,True,False
Sunda Cuckoo ,Cuculus lepidus ,False,53,10,False,False,True,False,False
Common Cuckoo ,Cuculus canorus ,False,1038,1937,True,True,True,False,True
St. Helena Cuckoo ,Nannococcyx psix ,True,0,0,False,False,False,False,False
Greater Sooty Owl ,Tyto tenebricosa ,False,29,1,False,False,True,True,False
Lesser Sooty Owl ,Tyto multipunctata ,False,8,0,False,False,False,False,False
Minahassa Masked Owl ,Tyto inexspectata ,False,4,0,False,False,True,True,False
Taliabu Masked Owl ,Tyto nigrobrunnea ,False,2,0,False,False,True,False,False
Moluccan Masked Owl ,Tyto sororcula ,False,6,0,False,False,True,False,False
Manus Masked Owl ,Tyto manusi ,False,0,0,False,False,False,True,False
Golden Masked Owl ,Tyto aurantia ,False,0,0,False,False,False,True,False
Australian Masked Owl ,Tyto novaehollandiae ,False,13,1,False,False,True,True,False
Sulawesi Masked Owl ,Tyto rosenbergii ,False,15,0,False,False,True,True,False
Red Owl ,Tyto soumagnei ,False,1,0,True,False,False,False,False
Western Barn Owl ,Tyto alba ,False,378,57,True,True,True,True,True
American Barn Owl ,Tyto furcata ,False,94,3,False,False,False,False,False
Eastern Barn Owl ,Tyto javanica ,False,30,0,False,False,False,False,False
Andaman Masked Owl ,Tyto deroepstorffi ,False,2,0,False,False,True,False,False
Ashy-faced Owl ,Tyto glaucops ,False,2,0,False,True,False,False,False
African Grass Owl ,Tyto capensis ,False,1,0,True,False,False,False,False
Eastern Grass Owl ,Tyto longimembris ,False,1,0,False,False,True,True,False
Congo Bay Owl ,Phodilus prigoginei ,False,0,0,True,False,False,False,False
Oriental Bay Owl ,Phodilus badius ,False,52,3,False,False,True,False,False
Sri Lanka Bay Owl ,Phodilus assimilis ,False,10,0,False,False,True,False,False
Giant Scops Owl ,Otus gurneyi ,False,14,0,False,False,True,False,False
White-fronted Scops Owl ,Otus sagittatus ,False,17,4,False,False,True,False,False
Reddish Scops Owl ,Otus rufescens ,False,31,6,False,False,True,False,False
Serendib Scops Owl ,Otus thilohoffmanni ,False,5,1,False,False,True,False,False
Sandy Scops Owl ,Otus icterorhynchus ,False,3,0,True,False,False,False,False
Sokoke Scops Owl ,Otus ireneae ,False,2,0,True,False,False,False,False
Andaman Scops Owl ,Otus balli ,False,9,0,False,False,True,False,False
Flores Scops Owl ,Otus alfredi ,False,23,0,False,False,True,False,False
Mountain Scops Owl ,Otus spilocephalus ,False,90,11,False,False,True,False,False
Rajah Scops Owl ,Otus brookii ,False,2,0,False,False,True,False,False
Javan Scops Owl ,Otus angelinae ,False,10,0,False,False,True,False,False
Mentawai Scops Owl ,Otus mentawi ,False,5,0,False,False,True,False,False
Indian Scops Owl ,Otus bakkamoena ,False,39,1,True,False,True,False,False
Collared Scops Owl ,Otus lettia ,False,68,9,False,False,True,False,False
Japanese Scops Owl ,Otus semitorques ,False,73,1,False,False,True,False,False
Sunda Scops Owl ,Otus lempiji ,False,45,6,False,False,True,False,False
Palawan Scops Owl ,Otus fuliginosus ,False,7,0,False,False,True,False,False
Philippine Scops Owl ,Otus megalotis ,False,2,0,False,False,True,False,False
Everett's Scops Owl ,Otus everetti ,False,5,0,False,False,True,False,False
Negros Scops Owl ,Otus nigrorum ,False,7,0,False,False,True,False,False
Wallace's Scops Owl ,Otus silvicola ,False,11,0,False,False,True,False,False
Mindanao Scops Owl ,Otus mirus ,False,4,0,False,False,True,False,False
Luzon Scops Owl ,Otus longicornis ,False,3,0,False,False,True,False,False
Mindoro Scops Owl ,Otus mindorensis ,False,1,0,False,False,True,False,False
Pallid Scops Owl ,Otus brucei ,False,12,2,True,False,True,False,True
African Scops Owl ,Otus senegalensis ,False,70,9,True,False,False,False,False
Arabian Scops Owl ,Otus pamelae ,False,26,3,False,False,False,False,False
Eurasian Scops Owl ,Otus scops ,False,357,49,True,False,True,False,True
Cyprus Scops Owl ,Otus cyprius ,False,20,2,False,False,False,False,False
Oriental Scops Owl ,Otus sunia ,False,62,9,False,True,True,False,False
Socotra Scops Owl ,Otus socotranus ,False,3,0,True,False,False,False,False
Moluccan Scops Owl ,Otus magicus ,False,58,3,False,False,True,False,False
Rinjani Scops Owl ,Otus jolandae ,False,13,1,False,False,False,False,False
Sula Scops Owl ,Otus sulaensis ,False,0,0,False,False,True,False,False
Siau Scops Owl ,Otus siaoensis ,False,0,0,False,False,True,False,False
Mantanani Scops Owl ,Otus mantananensis ,False,20,1,False,False,True,False,False
Ryukyu Scops Owl ,Otus elegans ,False,79,7,False,False,True,False,False
Sulawesi Scops Owl ,Otus manadensis ,False,32,5,False,False,True,True,False
Sangihe Scops Owl ,Otus collari ,False,3,0,False,False,True,False,False
Biak Scops Owl ,Otus beccarii ,False,5,0,False,False,True,False,False
Seychelles Scops Owl ,Otus insularis ,False,5,0,False,False,False,False,False
Simeulue Scops Owl ,Otus umbra ,False,18,0,False,False,True,False,False
Enggano Scops Owl ,Otus enganensis ,False,1,0,False,False,True,False,False
Nicobar Scops Owl ,Otus alius ,False,2,0,False,False,True,False,False
Pemba Scops Owl ,Otus pembaensis ,False,11,0,True,False,False,False,False
Karthala Scops Owl ,Otus pauliani ,False,7,0,False,False,False,False,False
Anjouan Scops Owl ,Otus capnodes ,False,4,0,False,False,False,False,False
Moheli Scops Owl ,Otus moheliensis ,False,4,0,False,False,False,False,False
Mayotte Scops Owl ,Otus mayottensis ,False,3,0,False,False,False,False,False
Torotoroka Scops Owl ,Otus madagascariensis ,False,12,1,True,False,False,False,False
Rainforest Scops Owl ,Otus rutilus ,False,21,0,True,False,False,False,False
Sao Tome Scops Owl ,Otus hartlaubi ,False,4,15,True,False,False,False,False
Reunion Owl ,Mascarenotus grucheti ,True,0,0,False,False,False,False,False
Mauritius Owl ,Mascarenotus sauzieri ,True,0,0,False,False,False,False,False
Rodrigues Owl ,Mascarenotus murivorus ,True,0,0,False,False,False,False,False
Flammulated Owl ,Psiloscops flammeolus ,False,108,14,False,True,False,False,False
Eastern Screech Owl ,Megascops asio ,False,92,11,False,True,False,False,False
Western Screech Owl ,Megascops kennicottii ,False,172,41,False,True,False,False,False
Balsas Screech Owl ,Megascops seductus ,False,8,3,False,True,False,False,False
Pacific Screech Owl ,Megascops cooperi ,False,28,1,False,True,False,False,False
Whiskered Screech Owl ,Megascops trichopsis ,False,79,21,False,True,False,False,False
Tropical Screech Owl ,Megascops choliba ,False,286,21,False,True,False,False,False
West Peruvian Screech Owl ,Megascops roboratus ,False,49,2,False,True,False,False,False
Koepcke's Screech Owl ,Megascops koepckeae ,False,57,0,False,True,False,False,False
Bare-shanked Screech Owl ,Megascops clarkii ,False,21,1,False,True,False,False,False
Bearded Screech Owl ,Megascops barbarus ,False,4,0,False,True,False,False,False
Rufescent Screech Owl ,Megascops ingens ,False,76,5,False,True,False,False,False
Cinnamon Screech Owl ,Megascops petersoni ,False,37,1,False,True,False,False,False
Cloud-forest Screech Owl ,Megascops marshalli ,False,22,0,False,True,False,False,False
Tawny-bellied Screech Owl ,Megascops watsonii ,False,166,225,False,True,False,False,False
Middle American Screech Owl ,Megascops guatemalae ,False,25,10,False,True,False,False,False
Vermiculated Screech Owl ,Megascops vermiculatus ,False,7,0,False,True,False,False,False
Foothill Screech Owl ,Megascops roraimae ,False,63,1,False,False,False,False,False
Choco Screech Owl ,Megascops centralis ,False,35,1,False,False,False,False,False
Yungas Screech Owl ,Megascops hoyi ,False,23,2,False,True,False,False,False
Black-capped Screech Owl ,Megascops atricapilla ,False,85,2,False,True,False,False,False
Long-tufted Screech Owl ,Megascops sanctaecatarinae ,False,51,1,False,True,False,False,False
Puerto Rican Screech Owl ,Megascops nudipes ,False,16,3,False,True,False,False,False
White-throated Screech Owl ,Megascops albogularis ,False,75,8,False,True,False,False,False
Santa Marta Screech Owl ,Megascops gilesi ,False,34,0,False,False,False,False,False
Palau Owl ,Pyrroglaux podargina ,False,1,0,False,False,False,False,False
Bare-legged Owl ,Margarobyas lawrencii ,False,1,2,False,False,False,False,False
Northern White-faced Owl ,Ptilopsis leucotis ,False,16,0,True,False,False,False,False
Southern White-faced Owl ,Ptilopsis granti ,False,7,0,True,False,False,False,False
Snowy Owl ,Bubo scandiacus ,False,21,0,False,True,True,False,True
Great Horned Owl ,Bubo virginianus ,False,330,100,False,True,False,False,False
Lesser Horned Owl ,Bubo magellanicus ,False,39,1,False,False,False,False,False
Eurasian Eagle-Owl ,Bubo bubo ,False,339,49,True,False,True,False,True
Indian Eagle-Owl ,Bubo bengalensis ,False,3,0,False,False,True,False,False
Pharaoh Eagle-Owl ,Bubo ascalaphus ,False,11,0,True,False,True,False,False
Cape Eagle-Owl ,Bubo capensis ,False,1,0,True,False,False,False,False
Spotted Eagle-Owl ,Bubo africanus ,False,47,6,True,False,False,False,False
Greyish Eagle-Owl ,Bubo cinerascens ,False,10,0,True,False,False,False,False
Fraser's Eagle-Owl ,Bubo poensis ,False,2,0,True,False,False,False,False
Usambara Eagle-Owl ,Bubo vosseleri ,False,8,0,True,False,False,False,False
Spot-bellied Eagle-Owl ,Bubo nipalensis ,False,25,0,False,False,True,False,False
Barred Eagle-Owl ,Bubo sumatranus ,False,22,2,False,False,True,False,False
Shelley's Eagle-Owl ,Bubo shelleyi ,False,1,0,True,False,False,False,False
Verreaux's Eagle-Owl ,Bubo lacteus ,False,19,6,True,False,False,False,False
Dusky Eagle-Owl ,Bubo coromandus ,False,7,0,False,False,True,False,False
Akun Eagle-Owl ,Bubo leucostictus ,False,4,0,True,False,False,False,False
Philippine Eagle-Owl ,Bubo philippensis ,False,2,0,False,False,True,False,False
Blakiston's Fish Owl ,Bubo blakistoni ,False,12,0,False,False,True,False,False
Brown Fish Owl ,Ketupa zeylonensis ,False,13,3,False,False,True,False,True
Tawny Fish Owl ,Ketupa flavipes ,False,7,0,False,False,True,False,False
Buffy Fish Owl ,Ketupa ketupu ,False,13,1,False,False,True,False,False
Pel's Fishing Owl ,Scotopelia peli ,False,9,1,True,False,False,False,False
Rufous Fishing Owl ,Scotopelia ussheri ,False,5,0,True,False,False,False,False
Vermiculated Fishing Owl ,Scotopelia bouvieri ,False,6,1,True,False,False,False,False
Spotted Wood Owl ,Strix seloputo ,False,17,3,False,False,True,False,False
Mottled Wood Owl ,Strix ocellata ,False,34,0,False,False,True,False,False
Brown Wood Owl ,Strix leptogrammica ,False,62,9,False,False,True,False,False
Tawny Owl ,Strix aluco ,False,1376,471,True,False,True,False,True
Himalayan Owl ,Strix nivicolum ,False,16,2,False,False,True,False,False
Omani Owl ,Strix butleri ,False,0,0,True,False,True,False,False
Desert Owl ,Strix hadorami ,False,22,0,False,False,False,False,False
Spotted Owl ,Strix occidentalis ,False,126,14,False,True,False,False,False
Barred Owl ,Strix varia ,False,139,17,False,True,False,False,False
Cinereous Owl ,Strix sartorii ,False,8,0,False,True,False,False,False
Fulvous Owl ,Strix fulvescens ,False,33,1,False,True,False,False,False
Rusty-barred Owl ,Strix hylophila ,False,73,1,False,True,False,False,False
Chaco Owl ,Strix chacoensis ,False,13,0,False,True,False,False,False
Rufous-legged Owl ,Strix rufipes ,False,34,0,False,True,False,False,False
Ural Owl ,Strix uralensis ,False,183,11,False,False,True,False,True
Pere David's Owl ,Strix davidi ,False,4,0,False,False,True,False,False
Great Grey Owl ,Strix nebulosa ,False,53,3,False,True,True,False,True
African Wood Owl ,Strix woodfordii ,False,109,4,True,False,False,False,False
Mottled Owl ,Strix virgata ,False,294,61,False,True,False,False,False
Rufous-banded Owl ,Strix albitarsis ,False,141,8,False,True,False,False,False
Black-and-white Owl ,Strix nigrolineata ,False,40,3,False,True,False,False,False
Black-banded Owl ,Strix huhula ,False,147,27,False,True,False,False,False
Maned Owl ,Jubula lettii ,False,0,0,True,False,False,False,False
Crested Owl ,Lophostrix cristata ,False,85,33,False,True,False,False,False
Spectacled Owl ,Pulsatrix perspicillata ,False,146,17,False,True,False,False,False
Tawny-browed Owl ,Pulsatrix koeniswaldiana ,False,94,6,False,True,False,False,False
Band-bellied Owl ,Pulsatrix melanota ,False,70,5,False,True,False,False,False
Northern Hawk-Owl ,Surnia ulula ,False,50,1,False,True,True,False,True
Eurasian Pygmy Owl ,Glaucidium passerinum ,False,347,33,False,False,True,False,True
Collared Owlet ,Glaucidium brodiei ,False,98,43,False,False,True,False,False
Pearl-spotted Owlet ,Glaucidium perlatum ,False,53,10,True,False,False,False,False
Northern Pygmy Owl ,Glaucidium californicum ,False,172,24,False,True,False,False,False
Mountain Pygmy Owl ,Glaucidium gnoma ,False,74,17,False,True,False,False,False
Baja Pygmy Owl ,Glaucidium hoskinsii ,False,16,3,False,False,False,False,False
Guatemalan Pygmy Owl ,Glaucidium cobanense ,False,13,0,False,False,False,False,False
Costa Rican Pygmy Owl ,Glaucidium costaricanum ,False,19,1,False,True,False,False,False
Andean Pygmy Owl ,Glaucidium jardinii ,False,64,8,False,True,False,False,False
Cloud-forest Pygmy Owl ,Glaucidium nubicola ,False,31,2,False,True,False,False,False
Yungas Pygmy Owl ,Glaucidium bolivianum ,False,32,7,False,True,False,False,False
Colima Pygmy Owl ,Glaucidium palmarum ,False,29,70,False,True,False,False,False
Tamaulipas Pygmy Owl ,Glaucidium sanchezi ,False,13,1,False,True,False,False,False
Pernambuco Pygmy Owl ,Glaucidium mooreorum ,False,1,0,False,False,False,False,False
Central American Pygmy Owl ,Glaucidium griseiceps ,False,39,3,False,True,False,False,False
Subtropical Pygmy Owl ,Glaucidium parkeri ,False,12,1,False,True,False,False,False
Amazonian Pygmy Owl ,Glaucidium hardyi ,False,83,112,False,True,False,False,False
East Brazilian Pygmy Owl ,Glaucidium minutissimum ,False,56,6,False,True,False,False,False
Ferruginous Pygmy Owl ,Glaucidium brasilianum ,False,383,339,False,True,False,False,False
Pacific Pygmy Owl ,Glaucidium peruanum ,False,66,42,False,True,False,False,False
Austral Pygmy Owl ,Glaucidium nana ,False,50,1,False,True,False,False,False
Cuban Pygmy Owl ,Glaucidium siju ,False,14,1,False,False,False,False,False
Red-chested Owlet ,Glaucidium tephronotum ,False,14,0,True,False,False,False,False
Sjöstedt's Barred Owlet ,Glaucidium sjostedti ,False,7,1,True,False,False,False,False
Asian Barred Owlet ,Glaucidium cuculoides ,False,104,9,False,False,True,False,False
Javan Owlet ,Glaucidium castanopterum ,False,20,1,False,False,True,False,False
Jungle Owlet ,Glaucidium radiatum ,False,58,7,False,False,True,False,False
Chestnut-backed Owlet ,Glaucidium castanotum ,False,25,0,False,False,True,False,False
African Barred Owlet ,Glaucidium capense ,False,38,3,True,False,False,False,False
Albertine Owlet ,Glaucidium albertinum ,False,1,0,True,False,False,False,False
Long-whiskered Owlet ,Xenoglaux loweryi ,False,31,1,False,True,False,False,False
Elf Owl ,Micrathene whitneyi ,False,65,21,False,True,False,False,False
Little Owl ,Athene noctua ,False,759,161,True,False,True,True,True
Spotted Owlet ,Athene brama ,False,30,1,False,False,True,False,False
Burrowing Owl ,Athene cunicularia ,False,135,5,False,True,False,False,False
White-browed Owl ,Athene superciliaris ,False,13,0,True,False,False,False,False
Forest Owlet ,Athene blewitti ,False,15,0,False,False,True,False,False
Boreal Owl ,Aegolius funereus ,False,308,29,False,True,True,False,True
Northern Saw-whet Owl ,Aegolius acadicus ,False,233,8,False,True,False,False,False
